,addresses_roadtype_name,addresses_end_street_number,values_attribute_name,addresses_road_name,values_category,addresses_zip_code,values_value,addresses_town,geo_epgs_4326_y,geo_epgs_4326_x,addresses_district_name,geo_epgs_25831_x,addresses_start_street_number,register_id,institution_id,addresses_main_address,addresses_district_id,addresses_roadtype_id,addresses_type,addresses_neighborhood_id,_id,name,addresses_road_id,created,geo_epgs_25831_y,institution_name,modified,values_description,values_id,addresses_neighborhood_name,values_outstanding,values_attribute_id
72,,,Tel.,Ptge Domingo,Telèfons,8007,932152755,BARCELONA,2.1622308300394697,41.392947009336936,Eixample,429962.11860398186,7,﻿92086028597,92086028592,True,2,,,7,71,Piscina,104505,1992-02-17T00:00:00,4582717.984573833,Dir Seven,2018-07-26T15:32:16,,167459,la Dreta de l'Eixample,True,20001
73,,,Web,Pg J Borbó Comte Barcelona,Informació d'interès,8039,http://www.cnb.es,BARCELONA,2.1881315635213685,41.37158374479598,Ciutat Vella,432105.2322586819,93,﻿98168102835,92086001699,True,1,,,3,72,Piscina Polivalent Coberta,224904,1998-06-17T00:00:00,4580325.658359475,Club Natació Barcelona,2018-07-26T15:32:24,,80075,la Barceloneta,True,100003
74,,,Web,Pg J Borbó Comte Barcelona,Informació d'interès,8039,http://www.cnb.es,BARCELONA,2.1884359148817953,41.37142818024567,Ciutat Vella,432130.52301624266,93,﻿98168103055,92086001699,True,1,,,3,73,Piscina Esportiva Descoberta,224904,1998-06-17T00:00:00,4580308.1495355,Club Natació Barcelona,2018-07-26T15:32:24,,80074,la Barceloneta,True,100003
75,,,Informació,C Puigcerdà,Telèfons,8019,933083553,BARCELONA,2.2132296768547914,41.412015343032934,Sant Martí,434244.9065752414,61,﻿99400036999,92346132704,True,10,,,70,74,Piscines Cobertes,270107,2003-03-26T13:37:00,4584794.955176769,Centre Esportiu Municipal Maresme,2021-03-03T22:16:00.404064,,205859,el Besòs i el Maresme,True,20006
76,,,Tel.,C Santaló,Telèfons,8021,932021760,BARCELONA,2.1457682502398017,41.39559126396927,Sarrià-Sant Gervasi,428588.7208862492,29,﻿96330171430,75990118526,True,5,,,26,75,Piscina Coberta,318804,1996-11-25T00:00:00,4583024.984291601,Residència Universitària Mare Anna Ravell,2018-07-26T15:32:22,,195852,Sant Gervasi - Galvany,True,20001
77,,,E-mail,C Muntadas,Informació d'interès,8014,espanyaindustrial@atlesesports.cat,BARCELONA,2.142397968303214,41.37671146324603,Sants-Montjuïc,428286.229271899,37,﻿93327121056,,True,3,,,15,77,Centre Esportiu Municipal l'Espanya Industrial,223504,1993-11-23T00:00:00,4580931.759653831,,2021-07-06T22:46:18.022580,,44334,Hostafrancs,True,100002
78,,,E-mail,C Muntadas,Informació d'interès,8014,espanyaindustrial@atlesesports.cat,BARCELONA,2.142397968303214,41.37671146324603,Sants-Montjuïc,428286.229271899,37,﻿93327121407,93327121056,True,3,,,15,78,Piscines Esportives Cobertes,223504,1993-11-23T00:00:00,4580931.759653831,Centre Esportiu Municipal l'Espanya Industrial,2021-03-02T09:57:38.860866,,44256,Hostafrancs,True,100002
79,,,E-mail,C Sicília,Informació d'interès,8025,info@esportiuclaret.com,BARCELONA,2.1665939713495646,41.405951148357936,Gràcia,430340.7706259227,333,﻿98055174019,92086008093,True,6,,,32,79,Piscina Clapoteig Coberta,325005,1998-02-24T00:00:00,4584158.1696045315,Esportiu Claret,2018-07-26T15:32:23,,46478,el Camp d'en Grassot i Gràcia Nova,True,100002
80,,,E-mail,Av Madrid,Informació d'interès,8028,info@dirfitness.es,BARCELONA,2.1315053006295717,41.380406171221594,Sants-Montjuïc,427379.47199850716,170,﻿99400064282,,True,3,,,18,80,Dir Avinguda Madrid,187207,2003-10-27T14:29:52,4581351.010368042,,2021-03-03T22:16:03.561506,,48371,Sants,True,100002
81,,,E-mail,Consell de Cent,Informació d'interès,8026,vintro@asme.cat,BARCELONA,2.1862984907086447,41.406689916501364,Sant Martí,431988.53360558616,623,﻿99165122406,93050115049,True,10,,,65,81,Piscina Coberta,89004,1999-06-14T00:00:00,4584224.528292769,Centre Esportiu Municipal Vintró - Joan Alentorn,2021-03-03T22:15:47.955521,,47171,el Clot,True,100002
82,,,E-mail,Costa Daurada,Informació d'interès,8030,info@ae-bonpastor.com,BARCELONA,2.2013596464176812,41.438527619932216,Sant Andreu,433279.9963619279,12,﻿98188181031,92168175468,True,9,,,59,82,Piscina Descoberta,92971,1998-07-07T00:00:00,4587747.403214492,Centre Esportiu Municipal Bon Pastor,2021-07-09T15:13:33.527389,,46731,el Bon Pastor,True,100002
83,,,E-mail,C Marmellà,Informació d'interès,8023,info@putxetsport.cat,BARCELONA,2.1412958877792825,41.40972803896787,Sarrià-Sant Gervasi,428230.39803281566,23,﻿99400247088,99400247031,True,5,,,27,83,Piscines Cobertes,198101,2010-05-13T00:00:00,4584598.12887321,Centre Esportiu Municipal Putxet,2021-03-03T22:16:23.373804,,54722,el Putxet i el Farró,True,100002
84,,,E-mail,C Ramon Albó,Informació d'interès,8016,cotxeresborbo@duetsport.com,BARCELONA,2.1770855499017805,41.42652044840267,Nou Barris,431239.40243160387,47,﻿99400276356,99400270882,True,8,,,44,84,Piscines Cobertes,274505,2011-08-26T00:00:00,4586433.368608781,Centre Esportiu Municipal Cotxeres Borbó,2021-03-03T22:14:12.688925,,55385,Vilapicina i la Torre Llobeta,True,100002
85,,,E-mail,C Vergós,Informació d'interès,8017,info@dirfitness.es,BARCELONA,2.1311068110826743,41.39982966202771,Sarrià-Sant Gervasi,427367.7746466905,4,﻿99400040586,,True,5,,,24,85,Dir Tres Torres,357103,2003-05-20T13:36:21,4583507.714322816,,2021-03-03T22:16:01.526205,,48309,les Tres Torres,True,100002
86,,,Web,Floridablanca,Informació d'interès,8015,http://www.esportiurocafort.com,BARCELONA,2.1567606090417937,41.37734180967795,Eixample,429487.9435744348,41,﻿96318122248,75990055521,True,2,,,10,86,Piscina Esportiva Coberta,127704,1996-11-13T00:00:00,4580989.955338573,Esportiu Rocafort,2018-07-26T15:32:22,,79169,Sant Antoni,True,100003
87,,,E-mail,C Noguera Pallaresa,Informació d'interès,8014,bordeta@atlesesports.cat,BARCELONA,2.139359752043456,41.372137142800845,Sants-Montjuïc,428027.1248994957,34,﻿99400110957,99400110953,True,3,,,16,87,Piscina Coberta,228600,2005-05-17T14:09:00,4580426.444531724,Centre Esportiu Municipal la Bordeta,2021-03-03T22:16:05.943605,,50502,la Bordeta,True,100002
88,,,Tel.,Galileu,Telèfons,8028,934905040,BARCELONA,2.1334234901017077,41.381629906878786,Les Corts,427541.22439695086,186,﻿97330092923,92168167201,True,4,,,19,88,Piscina Esportiva Coberta,138802,1997-11-26T00:00:00,4581485.2620924665,Club Metropolitan *Galileu,2018-07-26T15:32:22,,199454,les Corts,True,20001
89,,,E-mail,Pl Clota,Informació d'interès,8035,olímpics@igebcn.cat,BARCELONA,2.1494537394370434,41.42612610564026,Horta-Guinardó,428930.1088536795,1,﻿97331093926,92170123435,True,7,,,41,89,Piscina Municipal Descoberta de La Clota,700921,1997-11-27T00:00:00,4586411.900340798,Centre Esportiu Municipal Olímpics Vall Hebron,2021-06-21T13:03:57.360182,,46491,la Vall d'Hebron,True,100002
90,,,E-mail,C Sant Oleguer,Informació d'interès,8001,infocanricart@lleuresport.cat,BARCELONA,2.170618325416911,41.377025357932496,Ciutat Vella,430646.4063194292,10,﻿99400164786,92086038230,True,1,,,4,90,Piscina Coberta,308301,2006-07-12T13:22:00,4580943.642030315,Centre Esportiu Municipal Can Ricart,2021-03-03T22:16:07.987534,,51672,"Sant Pere, Santa Caterina i la Ribera",True,100002
91,,,E-mail,Ganduxer,Informació d'interès,8021,dirfitness@dirfitness.es,BARCELONA,2.138068319185988,41.39402505399004,Sarrià-Sant Gervasi,427943.2931941127,29,﻿97303090618,96338163453,True,5,,,26,91,Llacs,139805,1997-10-30T00:00:00,4582857.480788739,Dir Diagonal,2018-07-26T15:32:22,,46268,Sant Gervasi - Galvany,True,100002
92,,,Tel.,Pl Pius XII,Telèfons,8028,933307111,BARCELONA,2.1231272729604154,41.38655957412739,Les Corts,426685.8355919862,4,﻿96323212739,99400551032,True,4,,,20,92,Piscina Clapoteig Coberta,244300,1996-11-18T00:00:00,4582041.206482654,Hotel Sofía - HB-003487,2018-07-26T15:32:22,,195700,la Maternitat i Sant Ramon,True,20001
93,,,Tel.,Pl Mar,Telèfons,8003,932210506,BARCELONA,2.1886368511555654,41.37304173281801,Ciutat Vella,432149.0038003993,1,﻿98110133629,95124082948,True,1,,,3,93,Piscina Descoberta,700911,1998-04-20T00:00:00,4580487.125791841,Centre Esportiu Municipal de Sant Sebastià,2021-06-11T11:34:27.100510,,200831,la Barceloneta,True,20001
94,,,Web,Galileu,Informació d'interès,8028,http://www.empreses.net/esportiubadrena-sants,BARCELONA,2.1341559524604157,41.380096322753275,Sants-Montjuïc,427600.7688548236,142,﻿98041152627,92168167119,True,3,,,18,94,Piscina Ensenyament Coberta,138802,1998-02-10T00:00:00,4581314.393772894,Esportiu Badrena,2018-07-26T15:32:23,,79827,Sants,True,100003
95,,,Web,Comte Borrell,Informació d'interès,8015,http://www.aiguajoc.com,BARCELONA,2.163762539235644,41.37640395525677,Eixample,430072.44891370524,21,﻿96319161157,75990288285,True,2,,,10,95,Piscina Recreativa Coberta,87009,1996-11-14T00:00:00,4580880.163531718,Centre Esportiu Municipal Aiguajoc Borrell,2021-03-03T22:15:48.935071,,79170,Sant Antoni,True,100003
96,,,E-mail,C Sardenya,Informació d'interès,8024,info.sardenya@holmesplace.es,BARCELONA,2.1622422992641552,41.41223356892982,Gràcia,429983.7839479856,549,﻿99147085139,97178123551,True,6,,,32,96,Piscines Cobertes,76807,1999-05-27T00:00:00,4584859.145695778,Centre Esportiu Municipal Sardenya,2021-03-03T22:15:47.943115,,47249,el Camp d'en Grassot i Gràcia Nova,True,100002
97,,,Responsables,Pg Vall d'Hebron,Responsables,8035,Manel Algeciras,BARCELONA,2.147158169831797,41.435755414096874,Horta-Guinardó,428748.82438690326,171,﻿93179131212,99400110854,True,7,,,40,97,Piscina Coberta,352507,1993-06-28T00:00:00,4587482.826868194,Centre Esportiu Municipal Mundet,2018-07-26T15:32:20,,17215,Montbau,False,2000
98,,,Web,C Balmes,Informació d'interès,8007,http://www.holmesplace.com/,BARCELONA,2.1635447221828543,41.388800430096026,Eixample,430067.51767554955,44,﻿99400006491,,True,2,,,7,98,Holmes Place Balmes,32700,2002-06-15T10:45:08,4582256.576097523,,2018-07-26T15:32:26,,81118,la Dreta de l'Eixample,True,100003
99,,,Web,Pg J Borbó Comte Barcelona,Informació d'interès,8039,http://www.cnb.es,BARCELONA,2.1881315635213685,41.37158374479598,Ciutat Vella,432105.2322586819,93,﻿98168103248,92086001699,True,1,,,3,99,Piscina Clapoteig Coberta,224904,1998-06-17T00:00:00,4580325.658359475,Club Natació Barcelona,2018-07-26T15:32:24,,80196,la Barceloneta,True,100003
100,,,Tel.,Trav Corts,Telèfons,8028,933399050,BARCELONA,2.1270968812950146,41.38147932889442,Les Corts,427012.0515441046,150,﻿98043195122,75990124952,True,4,,,20,100,Piscina Clapoteig Descoberta,343903,1998-02-12T00:00:00,4581473.854089966,Hotel NH Barcelona Stadium - HB-001969,2018-07-26T15:32:23,,199542,la Maternitat i Sant Ramon,True,20001
101,,,Tel.,Av Doctor Marañón,Telèfons,8028,934480400,BARCELONA,2.1144500349192548,41.38128476293865,Les Corts,425954.3518295732,17,﻿98044204705,92086001900,True,4,,,20,101,Piscina Clapoteig descoberta,102306,1998-02-13T00:00:00,4581462.981966049,Reial Club de Polo de Barcelona,2018-07-26T15:32:23,,199464,la Maternitat i Sant Ramon,True,20001
102,,,E-mail,C Pedrell,Informació d'interès,8032,horta@eurofitness.com,BARCELONA,2.1585765552190233,41.423207170456166,Horta-Guinardó,429689.25055349036,192,﻿99400060119,92132091748,True,7,,,37,102,Piscina Coberta,248800,2003-09-08T14:03:30,4586080.394730111,Centre Esportiu Municipal del Carmel,2021-03-03T22:16:03.441820,,48471,el Carmel,True,100002
103,,,E-mail,C Esports,Informació d'interès,8017,cancaralleu@cemcancaralleu.cat,BARCELONA,2.1105047906383008,41.40098699374352,Sarrià-Sant Gervasi,425646.9193343908,2,﻿99400228653,92086010504,True,5,,,23,103,Piscina Coberta,98854,2009-07-01T00:00:00,4583653.677525185,Centre Esportiu Municipal Can Caralleu,2021-03-03T22:16:16.168462,,53824,Sarrià,True,100002
104,,,Tel.,Pg Vall d'Hebron,Telèfons,8035,934282750,BARCELONA,2.147158169831797,41.435755414096874,Horta-Guinardó,428748.82438690326,171,﻿99400322478,99400110854,True,7,,,40,104,Piscines Cobertes,352507,2013-07-15T00:00:00,4587482.826868194,Centre Esportiu Municipal Mundet,2021-03-03T22:14:57.251851,,225769,Montbau,True,20001
105,,,E-mail,C Rosselló i Porcel,Informació d'interès,8016,candrago@eurofitness.com,BARCELONA,2.183157005742885,41.43659306940482,Nou Barris,431757.272178684,7,﻿99400322483,92086032989,True,8,,,45,105,Piscines Cobertes,289852,2013-07-15T00:00:00,4587546.819864842,Centre Esportiu Municipal Can Dragó,2021-03-03T22:15:00.556910,,56162,Porta,True,100002
106,,,Web,C Pomaret,Informació d'interès,8017,http://www.arsenaldeportivo.com,BARCELONA,2.1223185987351423,41.40637518844928,Sarrià-Sant Gervasi,426640.50855286705,49,﻿99400014275,92168150841,True,5,,,23,106,Piscina Coberta,261707,2002-07-30T13:31:00,4584241.797006665,Gimnàs Arsenal *Pomaret,2021-01-13T17:28:28,,81605,Sarrià,True,100003
107,,,Tel.,Pl Josep M. Huertas Claveria,Telèfons,8005,933086095,BARCELONA,2.20050971216533,41.40367975860696,Sant Martí,433173.2731653361,1,﻿92086030648,92168153135,True,10,,,68,107,Piscina Polivalent Coberta,700802,1989-09-07T00:00:00,4583879.2838958185,Centre Esportiu Municipal Can Felipa,2021-03-03T22:15:41.647233,,168082,el Poblenou,True,20001
108,,,Web,Av Diagonal,Informació d'interès,8028,http://www.theroyalcomplex.com,BARCELONA,2.1088538068319096,41.38142529046899,Les Corts,425486.5763728202,661,﻿96323174420,75990156349,True,4,,,20,108,The Royal Fitness,144601,1996-11-18T00:00:00,4581483.379664185,Hotel Rey Juan Carlos I - HB-003961,2021-03-03T22:15:48.150764,,79161,la Maternitat i Sant Ramon,True,100003
109,,,Tel.,Iradier,Telèfons,8017,932541717,BARCELONA,2.125788605893605,41.40421687598181,Sarrià-Sant Gervasi,426928.12781162054,18,﻿98147163125,75990068539,True,5,,,25,109,Piscina Clapoteig Coberta,162909,1998-05-27T00:00:00,4583999.250434198,Club Esportiu Femení Iradier,2018-07-26T15:32:23,,201019,Sant Gervasi - la Bonanova,True,20001
110,,,E-mail,C Doctor Roux,Informació d'interès,8017,info@lenoarmi.com,BARCELONA,2.1326186328229837,41.39514133446465,Sarrià-Sant Gervasi,427488.9405818524,19,﻿97007132728,75990334128,True,5,,,24,110,Piscina Coberta,103502,1997-01-07T00:00:00,4582985.955438285,Centre Preventiu d'Educació Integral Lenoarmi,2018-07-26T15:32:22,,45959,les Tres Torres,True,100002
111,,,E-mail,Ganduxer,Informació d'interès,8021,dirfitness@dirfitness.es,BARCELONA,2.1372811043711586,41.393333681650795,Sarrià-Sant Gervasi,427876.71785740677,25,﻿98093110007,96338163453,True,5,,,26,111,Piscina Descoberta,139805,1998-04-03T00:00:00,4582781.380516959,Dir Diagonal,2018-07-26T15:32:23,,46583,Sant Gervasi - Galvany,True,100002
112,,,E-mail,C Vista Bella,Informació d'interès,8022,info@bonasport.com,BARCELONA,2.1295952973657144,41.41099654336931,Sarrià-Sant Gervasi,427253.8804850718,11,﻿98105111857,75990135577,True,5,,,25,112,Piscina Descoberta,366705,1998-04-15T00:00:00,4584748.71819632,BonaSport,2018-07-26T15:32:23,,46612,Sant Gervasi - la Bonanova,True,100002
113,,,Tel.,Trav Gràcia,Telèfons,8025,934555914,BARCELONA,2.1718945102077476,41.41036857215557,Horta-Guinardó,430788.50217655,419,﻿92133124733,92086004548,True,7,,,33,114,Piscina Recreativa,344101,1992-05-12T00:00:00,4584644.337955773,Club Gimnàs Dinamis,2018-07-26T15:32:17,,171196,el Baix Guinardó,True,20001
114,,,E-mail,C Vista Bella,Informació d'interès,8022,info@bonasport.com,BARCELONA,2.1295952973657144,41.41099654336931,Sarrià-Sant Gervasi,427253.8804850718,11,﻿99400162080,75990135577,True,5,,,25,115,Spa,366705,2006-06-13T17:13:29,4584748.71819632,BonaSport,2018-07-26T15:32:26,,51556,Sant Gervasi - la Bonanova,True,100002
115,,,Web,la Rambla,Informació d'interès,8002,http://www.cemcolom.com,BARCELONA,2.176265682413314,41.378000077038344,Ciutat Vella,431119.67569617927,18,﻿94276105023,92119141112,True,1,,,2,116,Piscina Coberta,34308,1994-10-03T00:00:00,4581047.350114752,Centre Esportiu Municipal  Colom,2021-03-03T22:15:43.616704,,78189,el Barri Gòtic,True,100003
116,,,E-mail,C Telègraf,Informació d'interès,8041,cemguinardo@igebcn.cat,BARCELONA,2.1737722486271203,41.416979061800994,Horta-Guinardó,430952.44243399217,31,﻿99400110852,99400110850,True,7,,,35,117,Piscina Descoberta,332805,2005-05-13T13:25:00,4585376.728848994,Centre Esportiu Municipal Guinardó,2021-06-21T13:01:36.594414,,50814,el Guinardó,True,100002
117,,,Web,C Escoles Pies,Informació d'interès,8017,http://www.clubmetropolitan.net,BARCELONA,2.126533853044143,41.404940001324974,Sarrià-Sant Gervasi,426991.2301813263,105,﻿99400189527,,True,5,,,25,118,Club Metropolitan *Iradier,113007,2007-08-31T12:18:49,4584078.902671053,,2021-03-03T22:16:14.241798,,87729,Sant Gervasi - la Bonanova,True,100003
118,,,Web,Foixarda,Informació d'interès,8038,http://www.rstpompeya.com,BARCELONA,2.1461858982507267,41.368531379604704,Sants-Montjuïc,428594.0384722669,2,﻿99020173741,92086000099,True,3,,,11,119,Piscina Descoberta,700730,1999-01-20T00:00:00,4580020.49361548,Pistes Municipals de Tennis Montjuïc,2021-03-03T22:15:51.554948,,80628,el Poble-sec,True,100003
119,,,Web,C Begur,Informació d'interès,8028,http://clubesportiumediterrani.com,BARCELONA,2.130464703418883,41.3733599989622,Sants-Montjuïc,427284.61208968685,44,﻿93281092618,93280141626,True,3,,,17,120,Piscina Descoberta,31208,1993-10-08T00:00:00,4580569.627974942,Club Esportiu Mediterrani *Instal·lació Josep Vallès,2020-09-08T17:06:14,,77618,Sants - Badal,True,100003
120,,,E-mail,Vista Bella,Informació d'interès,8022,info@bonasport.com,BARCELONA,2.1295952973657144,41.41099654336931,Sarrià-Sant Gervasi,427253.8804850718,11,﻿96330154914,75990135577,True,5,,,25,121,Piscina Coberta,366705,1996-11-25T00:00:00,4584748.71819632,BonaSport,2018-07-26T15:32:22,,45957,Sant Gervasi - la Bonanova,True,100002
121,,,Web,Av Estadi,Informació d'interès,8038,http://www.picornell.cat,BARCELONA,2.15165632995383,41.364786603455,Sants-Montjuïc,429047.4761505396,30,﻿94125141220,92168175397,True,3,,,11,122,Piscina Esportiva Coberta,116402,1994-05-05T00:00:00,4579600.26381443,Centre Esportiu Municipal Piscines Bernat Picornell,2021-03-03T22:14:30.744793,,77857,el Poble-sec,True,100003
122,,,E-mail,Rbla Guipúscoa,Informació d'interès,8018,info@bacderodasport.com,BARCELONA,2.194138228628761,41.41442292582599,Sant Martí,432651.79399200366,25,﻿99400110882,98056162156,True,10,,,72,123,Piscina Descoberta,153205,2005-05-13T17:50:50,4585076.912114388,Centre Esportiu Municipal Bac de Roda,2021-06-23T12:32:35.185915,,50472,Sant Martí de Provençals,True,100002
123,,,Web,C Andrade,Informació d'interès,8020,http://www.jupitersport.cat,BARCELONA,2.2026435212982443,41.41754994106159,Sant Martí,433365.80799030967,179,﻿99400110897,92086005147,True,10,,,72,124,Piscines Cobertes,15201,2005-05-17T09:59:00,4585417.490935598,Centre Esportiu Municipal Júpiter,2021-03-03T22:16:05.912572,,85198,Sant Martí de Provençals,True,100003
124,,,Tel.,C Artesania,Telèfons,8042,933500172,BARCELONA,2.1712906441052957,41.443976329517824,Nou Barris,430773.74155271717,63,﻿99400110352,99400110350,True,8,,,49,125,Piscines Cobertes,26605,2005-05-09T14:54:00,4588375.927589197,Centre Esportiu Municipal Artesania,2021-03-03T22:16:04.569736,,212187,Canyelles,True,20001
125,,,Tel.,Av Diagonal,Telèfons,8013,932325807,BARCELONA,2.1763351063547334,41.400528666455386,Eixample,431149.25489679154,283,﻿98167153106,75990060245,True,2,,,5,126,Piscina Ensenyament Coberta,144601,1998-06-16T00:00:00,4583548.38471716,Gimnàs Diagonal,2018-07-26T15:32:24,,201075,el Fort Pienc,True,20001
126,,,Tel.,Pl Josep M. Huertas Claveria,Telèfons,8005,933086095,BARCELONA,2.20050971216533,41.40367975860696,Sant Martí,433173.2731653361,1,﻿98168115723,92168153135,True,10,,,68,127,Piscina Clapoteig Coberta,700802,1998-06-17T00:00:00,4583879.2838958185,Centre Esportiu Municipal Can Felipa,2021-03-03T22:14:32.660664,,200590,el Poblenou,True,20001
127,,,E-mail,C Sant Iscle,Informació d'interès,8031,cemturo@igebcn.cat,BARCELONA,2.172200959455586,41.43288641160291,Nou Barris,430838.0121821679,50,﻿99400644388,92086022707,True,8,,,46,128,Piscina Coberta,295403,2019-12-18T00:00:00,4587144.003602575,Centre Esportiu Municipal Turó de la Peira,2021-03-03T22:14:16.475270,,62779,el Turó de la Peira,True,100002
128,,,Tel.,Pg Vall d'Hebron,Telèfons,8035,934283952,BARCELONA,2.1452465998415344,41.42789677307302,Horta-Guinardó,428580.5062050304,166,﻿99301125047,92170123435,True,7,,,41,129,Piscina Coberta,352507,1999-10-28T00:00:00,4586611.9403178515,Centre Esportiu Municipal Olímpics Vall Hebron,2021-03-03T22:15:49.427420,,203987,la Vall d'Hebron,True,20001
129,,,Web,Regent Mendieta,Informació d'interès,8028,http://www.mediterrani1931.com,BARCELONA,2.12255611998535,41.37688595605227,Les Corts,426627.2083959846,14,﻿92086001923,92168152831,True,4,,,20,130,Piscina Polivalent Coberta,277300,1987-06-25T00:00:00,4580967.73894658,Club Esportiu Mediterrani,2020-09-08T17:05:28,,72765,la Maternitat i Sant Ramon,True,100003
130,,,E-mail,C Nàpols,Informació d'interès,8018,estacio.nord@ufec.cat,BARCELONA,2.1839578397165673,41.39367157911195,Eixample,431779.279930913,42,﻿99133121652,92086037813,True,2,,,5,131,Piscina Coberta,225500,1999-05-13T00:00:00,4582781.090329668,Centre Esportiu Municipal Estació del Nord,2021-03-03T22:15:48.991783,,47244,el Fort Pienc,True,100002
131,,,Tel.,C Jota,Telèfons,8016,933493939,BARCELONA,2.1784005883340765,41.429445782999736,Nou Barris,431352.36626899836,87,﻿99097120609,75990147440,True,8,,,44,132,Piscines Cobertes (2),170907,1999-04-07T00:00:00,4586757.093477166,Club Bushido,2018-07-26T15:32:24,,202275,Vilapicina i la Torre Llobeta,True,20001
